Emotions,Path
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-02-03-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-01-02-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-02-02-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-02-01-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-03-02-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-02-03-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-03-03-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-02-01-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-02-03-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-01-01-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-03-01-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-01-01-18.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-01-01-01-03-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-03-01-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-01-02-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-01-03-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-01-02-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-01-03-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-01-01-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-02-01-03-02-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-03-03-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-02-02-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-02-01-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-03-03-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-03-02-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-01-01-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-02-02-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-02-03-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-03-01-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-01-03-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-03-02-18.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-03-02-03-01-18.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 18/03-01-04-02-01-02-18.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-01-03-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-02-03-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-03-01-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-03-02-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-01-02-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-01-01-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-02-01-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-01-01-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-01-02-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-03-02-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-03-01-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-03-03-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-02-03-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-01-03-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-02-02-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-02-01-03-03-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-02-02-26.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-01-01-02-01-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-02-02-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-01-01-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-01-03-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-03-01-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-03-03-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-03-01-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-02-01-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-01-01-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-02-03-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-01-03-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-03-02-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-02-01-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-02-03-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-01-02-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-01-01-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-03-03-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-03-02-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-01-02-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-02-02-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-03-02-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-02-01-26.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-03-02-03-01-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-03-03-26.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-05-01-01-03-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-02-02-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-02-03-26.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 26/03-01-04-02-01-02-26.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-03-02-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-01-01-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-02-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-01-01-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-03-01-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-02-02-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-01-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-02-03-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-03-02-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-03-01-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-03-01-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-01-03-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-02-01-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-02-01-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-02-03-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-02-03-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-01-01-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-03-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-02-01-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-01-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-01-01-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-01-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-03-02-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-02-01-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-03-03-03.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-02-01-01-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-01-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-01-02-03.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-03-02-01-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-02-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-01-01-03-03-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-03-02-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-02-03-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-02-01-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-02-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-03-03-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-03-02-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-01-02-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-03-01-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-03-01-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-01-01-03.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-04-02-02-02-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-03-03-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-01-03-03.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 03/03-01-05-01-02-02-03.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-03-02-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-01-02-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-01-01-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-01-03-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-03-02-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-02-03-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-03-01-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-03-03-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-01-02-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-02-02-05.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-02-01-02-01-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-01-01-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-01-02-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-02-01-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-02-03-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-03-01-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-03-03-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-02-02-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-01-01-01-03-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-02-03-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-03-02-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-03-03-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-03-03-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-01-03-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-01-01-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-01-03-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-02-03-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-03-02-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-03-01-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-02-01-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-01-02-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-01-01-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-02-01-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-02-02-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-02-03-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-03-03-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-03-01-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-02-01-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-03-01-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-01-01-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-01-02-05.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-03-02-02-02-05.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-04-02-01-03-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-02-02-05.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 05/03-01-05-01-03-02-05.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-01-03-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-03-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-01-02-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-01-02-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-01-01-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-02-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-01-03-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-02-03-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-03-02-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-03-03-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-02-02-32.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-01-01-01-01-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-03-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-03-02-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-01-02-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-02-02-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-01-02-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-03-03-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-02-01-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-01-03-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-02-01-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-03-01-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-02-02-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-02-02-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-03-03-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-03-03-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-03-02-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-01-02-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-01-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-03-01-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-01-01-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-01-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-02-01-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-03-02-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-02-02-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-03-01-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-03-03-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-01-03-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-02-01-02-03-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-02-03-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-02-03-32.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-04-02-01-03-32.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-03-02-03-02-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-02-03-32.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 32/03-01-05-01-02-01-32.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-01-01-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-02-02-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-03-03-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-01-03-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-01-02-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-01-01-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-02-02-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-03-03-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-01-02-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-03-01-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-02-01-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-03-03-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-02-01-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-01-03-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-02-03-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-02-01-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-03-01-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-02-03-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-02-02-28.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-02-01-03-02-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-03-02-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-03-01-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-01-01-01-03-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-01-01-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-01-02-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-03-02-28.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-03-02-02-03-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-03-01-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-01-01-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-02-01-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-02-03-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-03-02-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-03-02-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-01-03-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-02-02-28.wav
